ID,WBS,Task Name,Duration (days),Start,Finish,Predecessors,Resource Names,Lump-Sum Cost (USD),Resource-Based Cost (USD),Cost1 (Resource-Based),Cost2 (Resource-Based)
1016,3.39.10,Zone 39 - tube welding & seal welding,14,2031-08-11,2031-08-24,,Welding Team,80000,72000,72000,72000
1017,3.39.11,Zone 39 - NDT & pressure testing,10,2031-08-26,2031-09-04,,QA Team,40000,36000,36000,36000
1018,3.39.12,Zone 39 - pipework & HVAC for tube segment,21,2031-09-10,2031-09-30,,MEP Contractor,90000,81000,81000,81000
1019,3.39.13,Zone 39 - install access hatches & maintenance walkways,10,2031-10-05,2031-10-14,,Steel Erector,30000,27000,27000,27000
1020,3.39.14,Zone 39 - local controller & sensors install,14,2031-10-15,2031-10-28,,Control Systems,50000,45000,45000,45000
1021,3.39.15,Zone 39 - cable tray & fiber install,10,2031-10-30,2031-11-08,,Telco Contractor,30000,27000,27000,27000
1022,3.39.16,Zone 39 - access road rehabilitation,7,2031-11-14,2031-11-20,,Civil Contractor,15000,13500,13500,13500
1023,3.40.1,Zone 40 - mobilize site compound,14,2031-03-31,2031-04-13,,Construction Contractor,50000,45000,45000,45000
1024,3.40.2,Zone 40 - establish access roads,21,2031-04-05,2031-04-25,,Civil Contractor,80000,72000,72000,72000
1025,3.40.3,Zone 40 - utility diversions & protections,28,2031-04-10,2031-05-07,,Utilities Contractor,100000,90000,90000,90000
1026,3.40.4,Zone 40 - pile layout & markout,7,2031-04-12,2031-04-18,,Survey Team,15000,13500,13500,13500
1027,3.40.5,Zone 40 - bore piles / drilled shafts (batch),30,2031-04-20,2031-05-19,,Pile Contractor,300000,270000,270000,270000
1028,3.40.6,Zone 40 - cap beams & pile caps,14,2031-05-20,2031-06-02,,Concrete Contractor,120000,108000,108000,108000
1029,3.40.7,Zone 40 - erect pylon segments 1-5,21,2031-06-09,2031-06-29,,Steel Erector,180000,162000,162000,162000
1030,3.40.8,Zone 40 - install tube supports & saddles,14,2031-07-04,2031-07-17,,Assembly Crew,90000,81000,81000,81000
1031,3.40.9,Zone 40 - tube section lift & place (10 sections),30,2031-07-19,2031-08-17,,Heavy Lift,250000,225000,225000,225000
1032,3.40.10,Zone 40 - tube welding & seal welding,14,2031-08-18,2031-08-31,,Welding Team,80000,72000,72000,72000
1033,3.40.11,Zone 40 - NDT & pressure testing,10,2031-09-02,2031-09-11,,QA Team,40000,36000,36000,36000
1034,3.40.12,Zone 40 - pipework & HVAC for tube segment,21,2031-09-17,2031-10-07,,MEP Contractor,90000,81000,81000,81000
1035,3.40.13,Zone 40 - install access hatches & maintenance walkways,10,2031-10-12,2031-10-21,,Steel Erector,30000,27000,27000,27000
1036,3.40.14,Zone 40 - local controller & sensors install,14,2031-10-22,2031-11-04,,Control Systems,50000,45000,45000,45000
1037,3.40.15,Zone 40 - cable tray & fiber install,10,2031-11-06,2031-11-15,,Telco Contractor,30000,27000,27000,27000
1038,3.40.16,Zone 40 - access road rehabilitation,7,2031-11-21,2031-11-27,,Civil Contractor,15000,13500,13500,13500
1039,3.41.1,Zone 41 - mobilize site compound,14,2031-04-07,2031-04-20,,Construction Contractor,50000,45000,45000,45000
1040,3.41.2,Zone 41 - establish access roads,21,2031-04-12,2031-05-02,,Civil Contractor,80000,72000,72000,72000
1041,3.41.3,Zone 41 - utility diversions & protections,28,2031-04-17,2031-05-14,,Utilities Contractor,100000,90000,90000,90000
1042,3.41.4,Zone 41 - pile layout & markout,7,2031-04-19,2031-04-25,,Survey Team,15000,13500,13500,13500
1043,3.41.5,Zone 41 - bore piles / drilled shafts (batch),30,2031-04-27,2031-05-26,,Pile Contractor,300000,270000,270000,270000
1044,3.41.6,Zone 41 - cap beams & pile caps,14,2031-05-27,2031-06-09,,Concrete Contractor,120000,108000,108000,108000
1045,3.41.7,Zone 41 - erect pylon segments 1-5,21,2031-06-16,2031-07-06,,Steel Erector,180000,162000,162000,162000
1046,3.41.8,Zone 41 - install tube supports & saddles,14,2031-07-11,2031-07-24,,Assembly Crew,90000,81000,81000,81000
1047,3.41.9,Zone 41 - tube section lift & place (10 sections),30,2031-07-26,2031-08-24,,Heavy Lift,250000,225000,225000,225000
1048,3.41.10,Zone 41 - tube welding & seal welding,14,2031-08-25,2031-09-07,,Welding Team,80000,72000,72000,72000
1049,3.41.11,Zone 41 - NDT & pressure testing,10,2031-09-09,2031-09-18,,QA Team,40000,36000,36000,36000
1050,3.41.12,Zone 41 - pipework & HVAC for tube segment,21,2031-09-24,2031-10-14,,MEP Contractor,90000,81000,81000,81000
1051,3.41.13,Zone 41 - install access hatches & maintenance walkways,10,2031-10-19,2031-10-28,,Steel Erector,30000,27000,27000,27000
1052,3.41.14,Zone 41 - local controller & sensors install,14,2031-10-29,2031-11-11,,Control Systems,50000,45000,45000,45000
1053,3.41.15,Zone 41 - cable tray & fiber install,10,2031-11-13,2031-11-22,,Telco Contractor,30000,27000,27000,27000
1054,3.41.16,Zone 41 - access road rehabilitation,7,2031-11-28,2031-12-04,,Civil Contractor,15000,13500,13500,13500
1055,3.42.1,Zone 42 - mobilize site compound,14,2031-04-14,2031-04-27,,Construction Contractor,50000,45000,45000,45000
1056,3.42.2,Zone 42 - establish access roads,21,2031-04-19,2031-05-09,,Civil Contractor,80000,72000,72000,72000
1057,3.42.3,Zone 42 - utility diversions & protections,28,2031-04-24,2031-05-21,,Utilities Contractor,100000,90000,90000,90000
1058,3.42.4,Zone 42 - pile layout & markout,7,2031-04-26,2031-05-02,,Survey Team,15000,13500,13500,13500
1059,3.42.5,Zone 42 - bore piles / drilled shafts (batch),30,2031-05-04,2031-06-02,,Pile Contractor,300000,270000,270000,270000
1060,3.42.6,Zone 42 - cap beams & pile caps,14,2031-06-03,2031-06-16,,Concrete Contractor,120000,108000,108000,108000
1061,3.42.7,Zone 42 - erect pylon segments 1-5,21,2031-06-23,2031-07-13,,Steel Erector,180000,162000,162000,162000
1062,3.42.8,Zone 42 - install tube supports & saddles,14,2031-07-18,2031-07-31,,Assembly Crew,90000,81000,81000,81000
1063,3.42.9,Zone 42 - tube section lift & place (10 sections),30,2031-08-02,2031-08-31,,Heavy Lift,250000,225000,225000,225000
1064,3.42.10,Zone 42 - tube welding & seal welding,14,2031-09-01,2031-09-14,,Welding Team,80000,72000,72000,72000
1065,3.42.11,Zone 42 - NDT & pressure testing,10,2031-09-16,2031-09-25,,QA Team,40000,36000,36000,36000
1066,3.42.12,Zone 42 - pipework & HVAC for tube segment,21,2031-10-01,2031-10-21,,MEP Contractor,90000,81000,81000,81000
1067,3.42.13,Zone 42 - install access hatches & maintenance walkways,10,2031-10-26,2031-11-04,,Steel Erector,30000,27000,27000,27000
1068,3.42.14,Zone 42 - local controller & sensors install,14,2031-11-05,2031-11-18,,Control Systems,50000,45000,45000,45000
1069,3.42.15,Zone 42 - cable tray & fiber install,10,2031-11-20,2031-11-29,,Telco Contractor,30000,27000,27000,27000
1070,3.42.16,Zone 42 - access road rehabilitation,7,2031-12-05,2031-12-11,,Civil Contractor,15000,13500,13500,13500
1071,3.43.1,Zone 43 - mobilize site compound,14,2031-04-21,2031-05-04,,Construction Contractor,50000,45000,45000,45000
1072,3.43.2,Zone 43 - establish access roads,21,2031-04-26,2031-05-16,,Civil Contractor,80000,72000,72000,72000
1073,3.43.3,Zone 43 - utility diversions & protections,28,2031-05-01,2031-05-28,,Utilities Contractor,100000,90000,90000,90000
1074,3.43.4,Zone 43 - pile layout & markout,7,2031-05-03,2031-05-09,,Survey Team,15000,13500,13500,13500
1075,3.43.5,Zone 43 - bore piles / drilled shafts (batch),30,2031-05-11,2031-06-09,,Pile Contractor,300000,270000,270000,270000
1076,3.43.6,Zone 43 - cap beams & pile caps,14,2031-06-10,2031-06-23,,Concrete Contractor,120000,108000,108000,108000
1077,3.43.7,Zone 43 - erect pylon segments 1-5,21,2031-06-30,2031-07-20,,Steel Erector,180000,162000,162000,162000
1078,3.43.8,Zone 43 - install tube supports & saddles,14,2031-07-25,2031-08-07,,Assembly Crew,90000,81000,81000,81000
1079,3.43.9,Zone 43 - tube section lift & place (10 sections),30,2031-08-09,2031-09-07,,Heavy Lift,250000,225000,225000,225000
1080,3.43.10,Zone 43 - tube welding & seal welding,14,2031-09-08,2031-09-21,,Welding Team,80000,72000,72000,72000
1081,3.43.11,Zone 43 - NDT & pressure testing,10,2031-09-23,2031-10-02,,QA Team,40000,36000,36000,36000
1082,3.43.12,Zone 43 - pipework & HVAC for tube segment,21,2031-10-08,2031-10-28,,MEP Contractor,90000,81000,81000,81000
1083,3.43.13,Zone 43 - install access hatches & maintenance walkways,10,2031-11-02,2031-11-11,,Steel Erector,30000,27000,27000,27000
1084,3.43.14,Zone 43 - local controller & sensors install,14,2031-11-12,2031-11-25,,Control Systems,50000,45000,45000,45000
1085,3.43.15,Zone 43 - cable tray & fiber install,10,2031-11-27,2031-12-06,,Telco Contractor,30000,27000,27000,27000
1086,3.43.16,Zone 43 - access road rehabilitation,7,2031-12-12,2031-12-18,,Civil Contractor,15000,13500,13500,13500
1087,3.44.1,Zone 44 - mobilize site compound,14,2031-04-28,2031-05-11,,Construction Contractor,50000,45000,45000,45000
1088,3.44.2,Zone 44 - establish access roads,21,2031-05-03,2031-05-23,,Civil Contractor,80000,72000,72000,72000
1089,3.44.3,Zone 44 - utility diversions & protections,28,2031-05-08,2031-06-04,,Utilities Contractor,100000,90000,90000,90000
1090,3.44.4,Zone 44 - pile layout & markout,7,2031-05-10,2031-05-16,,Survey Team,15000,13500,13500,13500
1091,3.44.5,Zone 44 - bore piles / drilled shafts (batch),30,2031-05-18,2031-06-16,,Pile Contractor,300000,270000,270000,270000
1092,3.44.6,Zone 44 - cap beams & pile caps,14,2031-06-17,2031-06-30,,Concrete Contractor,120000,108000,108000,108000
1093,3.44.7,Zone 44 - erect pylon segments 1-5,21,2031-07-07,2031-07-27,,Steel Erector,180000,162000,162000,162000
1094,3.44.8,Zone 44 - install tube supports & saddles,14,2031-08-01,2031-08-14,,Assembly Crew,90000,81000,81000,81000
1095,3.44.9,Zone 44 - tube section lift & place (10 sections),30,2031-08-16,2031-09-14,,Heavy Lift,250000,225000,225000,225000
1096,3.44.10,Zone 44 - tube welding & seal welding,14,2031-09-15,2031-09-28,,Welding Team,80000,72000,72000,72000
1097,3.44.11,Zone 44 - NDT & pressure testing,10,2031-09-30,2031-10-09,,QA Team,40000,36000,36000,36000
1098,3.44.12,Zone 44 - pipework & HVAC for tube segment,21,2031-10-15,2031-11-04,,MEP Contractor,90000,81000,81000,81000
1099,3.44.13,Zone 44 - install access hatches & maintenance walkways,10,2031-11-09,2031-11-18,,Steel Erector,30000,27000,27000,27000
1100,3.44.14,Zone 44 - local controller & sensors install,14,2031-11-19,2031-12-02,,Control Systems,50000,45000,45000,45000
1101,3.44.15,Zone 44 - cable tray & fiber install,10,2031-12-04,2031-12-13,,Telco Contractor,30000,27000,27000,27000
1102,3.44.16,Zone 44 - access road rehabilitation,7,2031-12-19,2031-12-25,,Civil Contractor,15000,13500,13500,13500
1103,3.45.1,Zone 45 - mobilize site compound,14,2031-05-05,2031-05-18,,Construction Contractor,50000,45000,45000,45000
1104,3.45.2,Zone 45 - establish access roads,21,2031-05-10,2031-05-30,,Civil Contractor,80000,72000,72000,72000
1105,3.45.3,Zone 45 - utility diversions & protections,28,2031-05-15,2031-06-11,,Utilities Contractor,100000,90000,90000,90000
1106,3.45.4,Zone 45 - pile layout & markout,7,2031-05-17,2031-05-23,,Survey Team,15000,13500,13500,13500
1107,3.45.5,Zone 45 - bore piles / drilled shafts (batch),30,2031-05-25,2031-06-23,,Pile Contractor,300000,270000,270000,270000
1108,3.45.6,Zone 45 - cap beams & pile caps,14,2031-06-24,2031-07-07,,Concrete Contractor,120000,108000,108000,108000
1109,3.45.7,Zone 45 - erect pylon segments 1-5,21,2031-07-14,2031-08-03,,Steel Erector,180000,162000,162000,162000
1110,3.45.8,Zone 45 - install tube supports & saddles,14,2031-08-08,2031-08-21,,Assembly Crew,90000,81000,81000,81000
1111,3.45.9,Zone 45 - tube section lift & place (10 sections),30,2031-08-23,2031-09-21,,Heavy Lift,250000,225000,225000,225000
1112,3.45.10,Zone 45 - tube welding & seal welding,14,2031-09-22,2031-10-05,,Welding Team,80000,72000,72000,72000
1113,3.45.11,Zone 45 - NDT & pressure testing,10,2031-10-07,2031-10-16,,QA Team,40000,36000,36000,36000
1114,3.45.12,Zone 45 - pipework & HVAC for tube segment,21,2031-10-22,2031-11-11,,MEP Contractor,90000,81000,81000,81000
1115,3.45.13,Zone 45 - install access hatches & maintenance walkways,10,2031-11-16,2031-11-25,,Steel Erector,30000,27000,27000,27000
1116,3.45.14,Zone 45 - local controller & sensors install,14,2031-11-26,2031-12-09,,Control Systems,50000,45000,45000,45000
1117,3.45.15,Zone 45 - cable tray & fiber install,10,2031-12-11,2031-12-20,,Telco Contractor,30000,27000,27000,27000
1118,3.45.16,Zone 45 - access road rehabilitation,7,2031-12-26,2032-01-01,,Civil Contractor,15000,13500,13500,13500
1119,3.46.1,Zone 46 - mobilize site compound,14,2031-05-12,2031-05-25,,Construction Contractor,50000,45000,45000,45000
1120,3.46.2,Zone 46 - establish access roads,21,2031-05-17,2031-06-06,,Civil Contractor,80000,72000,72000,72000
1121,3.46.3,Zone 46 - utility diversions & protections,28,2031-05-22,2031-06-18,,Utilities Contractor,100000,90000,90000,90000
1122,3.46.4,Zone 46 - pile layout & markout,7,2031-05-24,2031-05-30,,Survey Team,15000,13500,13500,13500
1123,3.46.5,Zone 46 - bore piles / drilled shafts (batch),30,2031-06-01,2031-06-30,,Pile Contractor,300000,270000,270000,270000
1124,3.46.6,Zone 46 - cap beams & pile caps,14,2031-07-01,2031-07-14,,Concrete Contractor,120000,108000,108000,108000
1125,3.46.7,Zone 46 - erect pylon segments 1-5,21,2031-07-21,2031-08-10,,Steel Erector,180000,162000,162000,162000
1126,3.46.8,Zone 46 - install tube supports & saddles,14,2031-08-15,2031-08-28,,Assembly Crew,90000,81000,81000,81000
1127,3.46.9,Zone 46 - tube section lift & place (10 sections),30,2031-08-30,2031-09-28,,Heavy Lift,250000,225000,225000,225000
1128,3.46.10,Zone 46 - tube welding & seal welding,14,2031-09-29,2031-10-12,,Welding Team,80000,72000,72000,72000
1129,3.46.11,Zone 46 - NDT & pressure testing,10,2031-10-14,2031-10-23,,QA Team,40000,36000,36000,36000
1130,3.46.12,Zone 46 - pipework & HVAC for tube segment,21,2031-10-29,2031-11-18,,MEP Contractor,90000,81000,81000,81000
1131,3.46.13,Zone 46 - install access hatches & maintenance walkways,10,2031-11-23,2031-12-02,,Steel Erector,30000,27000,27000,27000
1132,3.46.14,Zone 46 - local controller & sensors install,14,2031-12-03,2031-12-16,,Control Systems,50000,45000,45000,45000
1133,3.46.15,Zone 46 - cable tray & fiber install,10,2031-12-18,2031-12-27,,Telco Contractor,30000,27000,27000,27000
1134,3.46.16,Zone 46 - access road rehabilitation,7,2032-01-02,2032-01-08,,Civil Contractor,15000,13500,13500,13500
1135,3.47.1,Zone 47 - mobilize site compound,14,2031-05-19,2031-06-01,,Construction Contractor,50000,45000,45000,45000
1136,3.47.2,Zone 47 - establish access roads,21,2031-05-24,2031-06-13,,Civil Contractor,80000,72000,72000,72000
1137,3.47.3,Zone 47 - utility diversions & protections,28,2031-05-29,2031-06-25,,Utilities Contractor,100000,90000,90000,90000
1138,3.47.4,Zone 47 - pile layout & markout,7,2031-05-31,2031-06-06,,Survey Team,15000,13500,13500,13500
1139,3.47.5,Zone 47 - bore piles / drilled shafts (batch),30,2031-06-08,2031-07-07,,Pile Contractor,300000,270000,270000,270000
1140,3.47.6,Zone 47 - cap beams & pile caps,14,2031-07-08,2031-07-21,,Concrete Contractor,120000,108000,108000,108000
1141,3.47.7,Zone 47 - erect pylon segments 1-5,21,2031-07-28,2031-08-17,,Steel Erector,180000,162000,162000,162000
1142,3.47.8,Zone 47 - install tube supports & saddles,14,2031-08-22,2031-09-04,,Assembly Crew,90000,81000,81000,81000
1143,3.47.9,Zone 47 - tube section lift & place (10 sections),30,2031-09-06,2031-10-05,,Heavy Lift,250000,225000,225000,225000
1144,3.47.10,Zone 47 - tube welding & seal welding,14,2031-10-06,2031-10-19,,Welding Team,80000,72000,72000,72000
1145,3.47.11,Zone 47 - NDT & pressure testing,10,2031-10-21,2031-10-30,,QA Team,40000,36000,36000,36000
1146,3.47.12,Zone 47 - pipework & HVAC for tube segment,21,2031-11-05,2031-11-25,,MEP Contractor,90000,81000,81000,81000
1147,3.47.13,Zone 47 - install access hatches & maintenance walkways,10,2031-11-30,2031-12-09,,Steel Erector,30000,27000,27000,27000
1148,3.47.14,Zone 47 - local controller & sensors install,14,2031-12-10,2031-12-23,,Control Systems,50000,45000,45000,45000
1149,3.47.15,Zone 47 - cable tray & fiber install,10,2031-12-25,2032-01-03,,Telco Contractor,30000,27000,27000,27000
1150,3.47.16,Zone 47 - access road rehabilitation,7,2032-01-09,2032-01-15,,Civil Contractor,15000,13500,13500,13500
1151,3.48.1,Zone 48 - mobilize site compound,14,2031-05-26,2031-06-08,,Construction Contractor,50000,45000,45000,45000
1152,3.48.2,Zone 48 - establish access roads,21,2031-05-31,2031-06-20,,Civil Contractor,80000,72000,72000,72000
1153,3.48.3,Zone 48 - utility diversions & protections,28,2031-06-05,2031-07-02,,Utilities Contractor,100000,90000,90000,90000
1154,3.48.4,Zone 48 - pile layout & markout,7,2031-06-07,2031-06-13,,Survey Team,15000,13500,13500,13500
1155,3.48.5,Zone 48 - bore piles / drilled shafts (batch),30,2031-06-15,2031-07-14,,Pile Contractor,300000,270000,270000,270000
1156,3.48.6,Zone 48 - cap beams & pile caps,14,2031-07-15,2031-07-28,,Concrete Contractor,120000,108000,108000,108000
1157,3.48.7,Zone 48 - erect pylon segments 1-5,21,2031-08-04,2031-08-24,,Steel Erector,180000,162000,162000,162000
1158,3.48.8,Zone 48 - install tube supports & saddles,14,2031-08-29,2031-09-11,,Assembly Crew,90000,81000,81000,81000
1159,3.48.9,Zone 48 - tube section lift & place (10 sections),30,2031-09-13,2031-10-12,,Heavy Lift,250000,225000,225000,225000
1160,3.48.10,Zone 48 - tube welding & seal welding,14,2031-10-13,2031-10-26,,Welding Team,80000,72000,72000,72000
1161,3.48.11,Zone 48 - NDT & pressure testing,10,2031-10-28,2031-11-06,,QA Team,40000,36000,36000,36000
1162,3.48.12,Zone 48 - pipework & HVAC for tube segment,21,2031-11-12,2031-12-02,,MEP Contractor,90000,81000,81000,81000
1163,3.48.13,Zone 48 - install access hatches & maintenance walkways,10,2031-12-07,2031-12-16,,Steel Erector,30000,27000,27000,27000
1164,3.48.14,Zone 48 - local controller & sensors install,14,2031-12-17,2031-12-30,,Control Systems,50000,45000,45000,45000
1165,3.48.15,Zone 48 - cable tray & fiber install,10,2032-01-01,2032-01-10,,Telco Contractor,30000,27000,27000,27000
1166,3.48.16,Zone 48 - access road rehabilitation,7,2032-01-16,2032-01-22,,Civil Contractor,15000,13500,13500,13500
1167,3.49.1,Zone 49 - mobilize site compound,14,2031-06-02,2031-06-15,,Construction Contractor,50000,45000,45000,45000
1168,3.49.2,Zone 49 - establish access roads,21,2031-06-07,2031-06-27,,Civil Contractor,80000,72000,72000,72000
1169,3.49.3,Zone 49 - utility diversions & protections,28,2031-06-12,2031-07-09,,Utilities Contractor,100000,90000,90000,90000
1170,3.49.4,Zone 49 - pile layout & markout,7,2031-06-14,2031-06-20,,Survey Team,15000,13500,13500,13500
1171,3.49.5,Zone 49 - bore piles / drilled shafts (batch),30,2031-06-22,2031-07-21,,Pile Contractor,300000,270000,270000,270000
1172,3.49.6,Zone 49 - cap beams & pile caps,14,2031-07-22,2031-08-04,,Concrete Contractor,120000,108000,108000,108000
1173,3.49.7,Zone 49 - erect pylon segments 1-5,21,2031-08-11,2031-08-31,,Steel Erector,180000,162000,162000,162000
